Fighter_Name,Height_cm,Weight_lbs,Reach_cm,Age,Win_Rate,Total_Fights,SLpM,Str_Acc_f,SApM,Str_Def_f,TD_Avg,TD_Acc_f,TD_Def_f,Sub_Avg
Machi Fukuda,157.5,115.0,160.0,21.6,0.7857142857142857,14,1.42,0.33,2.06,0.52,8.23,0.6,0.33,0.0
Justin Gaethje,180.3,155.0,177.8,35.1,0.8484848484848485,33,6.29,0.57,6.83,0.5,0.3,0.26,0.73,0.0
Nicholas Galanti,185.4,185.0,190.5,25.5,0.8888888888888888,9,8.906399999999994,0.75,1.71,0.0,0.0,0.0,0.0,0.0
Mateusz Gamrot,177.8,155.0,177.8,33.1,0.8387096774193549,31,3.14,0.51,2.79,0.6,5.08,0.38,0.76,0.4
Ryan Gandra,185.4,185.0,188.0,28.7,0.9166666666666666,12,8.906399999999994,0.49,2.04,0.69,0.0,0.0,1.0,0.0
Ciryl Gane,193.0,247.0,203.2,33.7,0.875,16,5.4,0.61,2.31,0.6,0.66,0.23,0.47,0.6
Tommy Gantt,180.3,155.0,193.0,31.0,1.0,13,3.72,0.7,1.03,0.47,6.41,0.33,1.0,1.3
Cody Garbrandt,172.7,135.0,165.1,32.5,0.6521739130434783,23,2.82,0.4,3.69,0.58,0.84,0.22,0.81,0.0
Steve Garcia,182.9,145.0,190.5,31.6,0.76,25,5.46,0.48,2.22,0.59,0.77,0.4,0.89,0.4
Rafa Garcia,170.2,155.0,177.8,29.4,0.7916666666666666,24,4.33,0.43,4.68,0.6,3.02,0.41,0.77,0.4
John Garza,170.2,135.0,172.7,21.6,0.75,8,5.47,0.43,5.73,0.35,0.0,0.0,0.77,0.0
Magomedrasul Gasanov,177.8,170.0,182.9,29.2,0.92,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Gastelum,175.3,185.0,180.3,32.2,0.65625,32,3.65,0.42,3.52,0.57,1.04,0.35,0.6,0.1
Melissa Gatto,165.1,125.0,175.3,27.7,0.6428571428571429,14,3.47,0.49,2.67,0.54,1.77,0.27,0.58,0.4
Ateba Gautier,193.0,185.0,203.2,21.7,0.9166666666666666,12,4.32,0.43,2.6,0.54,0.41,1.0,0.93,0.0
Shamil Gaziev,193.0,265.0,198.1,33.9,0.8333333333333334,18,2.9,0.45,4.86,0.45,1.03,0.33,0.83,0.3
Cody Gibson,177.8,135.0,180.3,36.3,0.6285714285714286,35,3.59,0.46,3.42,0.54,2.01,0.37,0.68,0.9
Lance Gibson Jr.,175.3,155.0,182.9,28.9,0.8333333333333334,12,2.4,0.45,4.24,0.56,1.67,0.66,0.75,0.0
Loopy Godinez,157.5,115.0,160.0,30.3,0.7,20,4.43,0.49,3.94,0.62,2.99,0.42,0.76,0.8
Billy Ray Goff,177.8,170.0,182.9,25.5,0.6428571428571429,14,6.06,0.46,7.29,0.51,1.25,0.11,0.66,0.0
Denise Gomes,157.5,115.0,160.0,24.0,0.8125,16,4.4,0.48,3.19,0.52,1.38,0.34,0.66,0.7
Apollo Gomes,172.7,135.0,177.8,23.5,0.8666666666666667,15,5.07,0.47,3.2,0.58,3.0,0.23,1.0,0.0
William Gomis,182.9,145.0,185.4,26.6,0.7894736842105263,19,3.2,0.48,2.6,0.61,0.73,0.38,0.77,0.3
Jared Gordon,175.3,155.0,172.7,35.3,0.7,30,5.57,0.53,4.11,0.55,1.91,0.34,0.6,0.0
Tresean Gore,182.9,185.0,190.5,29.5,0.6666666666666666,12,3.59,0.49,6.24,0.43,1.54,0.61,0.84,1.0
Themba Gorimbo,185.4,170.0,195.6,32.9,0.6666666666666666,21,2.7,0.56,1.75,0.51,4.52,0.62,0.73,0.4
Bogdan Grad,172.7,145.0,177.8,28.3,0.8,20,4.16,0.53,5.02,0.49,4.57,0.38,0.75,0.5
Davey Grant,172.7,135.0,175.3,38.0,0.6923076923076923,26,5.58,0.45,4.04,0.54,0.95,0.38,0.65,0.2
Alexa Grasso,165.1,125.0,167.6,30.4,0.75,24,4.19,0.41,3.78,0.59,0.38,0.35,0.54,0.6
King Green,177.8,155.0,180.3,37.3,0.6666666666666666,54,6.49,0.53,3.63,0.62,1.32,0.43,0.71,0.3
Max Griffin,180.3,170.0,193.0,38.1,0.6060606060606061,33,3.7,0.47,3.69,0.58,1.44,0.41,0.69,0.2
Piero Guaylupo,172.7,155.0,172.7,21.6,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Gugnon,180.3,155.0,180.3,23.2,0.8333333333333334,12,3.7,0.45,4.44,0.68,0.0,0.0,0.0,6.9829999999999925
Hugo Guillon,193.0,185.0,198.1,26.7,0.7777777777777778,9,6.32,0.6,11.14,0.42,0.0,0.0,0.66,0.0
Luis Gurule,165.1,125.0,162.6,30.1,0.7333333333333333,15,5.44,0.43,5.35,0.57,0.64,0.15,0.6,0.2
Bogdan Guskov,190.5,205.0,193.0,31.3,0.782608695652174,23,3.6,0.56,3.5,0.46,0.0,0.0,0.54,0.7
Cody Haddon,170.2,135.0,175.3,25.3,0.9,10,8.84,0.56,2.72,0.62,2.96,0.35,0.83,0.6
Theo Haig,188.0,185.0,195.6,27.4,0.875,8,0.0,0.0,12.814899999999998,0.0,0.0,0.0,0.0,0.0
Nasrat Haqparast,177.8,155.0,182.9,28.4,0.72,25,6.24,0.45,6.18,0.62,0.31,0.18,0.84,0.0
Harry Hardwick,172.7,145.0,180.3,29.3,0.6842105263157895,19,5.47,0.42,8.54,0.44,0.0,0.0,0.0,0.0
Carlston Harris,182.9,170.0,193.0,36.5,0.7037037037037037,27,3.34,0.42,3.5,0.51,1.13,0.2,0.55,0.5
RJ Harris,190.5,258.0,198.1,25.3,1.0,6,8.906399999999994,0.57,6.6,0.56,0.0,0.0,0.0,0.0
Bilal Hasan,170.2,125.0,177.8,22.5,1.0,10,8.906399999999994,0.47,4.38,0.5,1.83,1.0,0.0,0.0
Farman Hasanov,180.3,170.0,188.0,28.4,1.0,6,1.4,0.51,1.0,0.7,8.49,0.62,0.0,0.0
Jai Herbert,185.4,155.0,195.6,35.6,0.6666666666666666,21,3.19,0.41,3.34,0.52,0.42,0.21,0.66,0.0
Alexander Hernandez,175.3,155.0,182.9,31.2,0.6666666666666666,27,4.23,0.4,4.45,0.59,1.05,0.35,0.68,0.1
Anthony Hernandez,182.9,185.0,190.5,30.2,0.7894736842105263,19,4.42,0.6,3.69,0.48,5.25,0.4,0.68,1.4
Luis Hernandez,175.3,185.0,185.4,27.4,1.0,8,8.906399999999994,0.57,6.32,0.39,2.49,0.33,1.0,2.5
Angela Hill,160.0,115.0,162.6,39.0,0.5428571428571428,35,5.46,0.5,5.0,0.6,0.76,0.3,0.72,0.2
Alvin Hines,188.0,265.0,188.0,32.2,0.7777777777777778,9,5.58,0.32,7.62,0.38,0.9,0.1,0.0,0.0
Josh Hokit,185.4,235.0,185.4,26.1,1.0,10,8.906399999999994,0.64,5.28,0.48,3.73,0.47,0.77,0.4
Kevin Holland,190.5,170.0,203.2,31.2,0.6590909090909091,44,4.24,0.49,3.21,0.5,0.79,0.36,0.57,0.6
Max Holloway,180.3,155.0,175.3,32.1,0.7567567567567568,37,6.92,0.48,4.6,0.58,0.22,0.53,0.81,0.3
Brandon Holmes,185.4,185.0,193.0,26.9,0.75,8,4.35,0.43,10.57,0.52,0.0,0.0,0.5,0.0
Dan Hooker,182.9,155.0,190.5,33.9,0.6153846153846154,39,4.82,0.48,4.94,0.48,0.67,0.33,0.77,0.6
Chase Hooper,185.4,155.0,188.0,24.3,0.7391304347826086,23,4.44,0.49,2.97,0.39,2.5,0.32,0.55,2.2
Dakota Hope,167.6,155.0,172.7,26.9,0.8461538461538461,13,7.07,0.41,7.0,0.33,1.0,0.33,1.0,0.0
Kyoji Horiguchi,162.6,125.0,160.0,33.2,0.8571428571428571,42,3.64,0.47,2.08,0.64,1.67,0.4,0.61,0.1
Jamey-Lyn Horth,170.2,125.0,167.6,33.8,0.75,12,3.8,0.47,2.64,0.63,0.98,0.42,0.8,0.2
Sam Hughes,165.1,115.0,162.6,31.5,0.6111111111111112,18,4.41,0.47,4.69,0.58,1.12,0.29,0.63,0.2
Ronald Humphrey,177.8,170.0,195.6,23.3,1.0,5,7.65,0.68,3.7,0.62,8.49,0.83,0.0,3.7
Zevan Hunt,182.9,170.0,185.4,25.1,0.875,8,5.33,0.36,12.814899999999998,0.37,8.49,1.0,0.0,0.0
Abdul Hussein,170.2,135.0,170.2,26.4,0.8888888888888888,18,4.96,0.65,3.35,0.45,1.14,0.5,0.66,3.4
Matty Iann,177.8,135.0,182.9,23.2,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alibi Idiris,167.6,125.0,172.7,29.2,0.9166666666666666,12,2.51,0.44,2.64,0.6,3.25,0.31,0.66,0.0
Dan Ige,170.2,135.0,180.3,32.4,0.6129032258064516,31,3.51,0.43,3.56,0.56,0.88,0.25,0.55,0.2
Kento Imai,177.8,125.0,182.9,24.4,0.75,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saygid Izagakhmaev,182.9,170.0,188.0,29.3,0.8461538461538461,26,1.77,0.45,1.77,0.6,3.0,0.35,0.66,1.5
Montel Jackson,177.8,135.0,190.5,31.7,0.7894736842105263,19,3.02,0.52,1.4,0.6,2.71,0.63,0.67,0.3
Dustin Jacoby,190.5,205.0,193.0,35.7,0.6666666666666666,33,5.31,0.47,4.02,0.57,0.3,0.25,0.62,0.0
Virna Jandiroba,160.0,115.0,162.6,35.6,0.8518518518518519,27,2.27,0.41,2.86,0.55,3.13,0.39,0.72,1.4
Milos Janicic,180.3,155.0,180.3,26.7,0.8260869565217391,23,4.44,0.31,3.7,0.54,0.0,0.0,0.0,0.0
Jasmine Jasudavicius,170.2,125.0,172.7,34.8,0.7894736842105263,19,3.47,0.44,3.46,0.51,2.63,0.46,0.75,0.5
Jack Jenkins,170.2,145.0,172.7,30.2,0.7368421052631579,19,4.25,0.59,3.08,0.58,1.7,0.48,0.73,0.3
Jiniushiyue,172.7,125.0,172.7,23.1,0.8095238095238095,21,2.7,0.44,2.53,0.48,2.26,0.53,0.5,0.0
Miles Johns,170.2,135.0,172.7,29.8,0.7619047619047619,21,3.37,0.44,2.97,0.65,1.2,0.26,0.77,0.0
Charles Johnson,175.3,125.0,177.8,33.0,0.6896551724137931,29,4.6,0.49,3.93,0.55,0.44,0.14,0.66,0.4
Donte Johnson,172.7,185.0,188.0,24.9,1.0,9,3.36,0.46,2.11,0.61,1.87,1.0,0.76,0.6
Ben Johnston,193.0,185.0,193.0,33.2,0.7142857142857143,7,1.01,0.75,1.01,0.29,2.54,1.0,1.0,0.0
Mason Jones,177.8,155.0,188.0,28.7,0.8571428571428571,21,6.33,0.43,4.87,0.48,3.38,0.56,0.77,0.1
Charles Jourdain,175.3,135.0,175.3,28.1,0.6428571428571429,28,5.44,0.5,4.22,0.55,0.36,0.2,0.44,0.6
Carli Judice,170.2,115.0,172.7,24.8,0.7777777777777778,9,8.906399999999994,0.5,6.6,0.57,0.5,0.25,0.8,0.0
Reginaldo Junior,172.7,170.0,188.0,24.9,0.8461538461538461,13,1.47,0.48,4.4,0.55,4.0,0.66,1.0,3.0
Kai Kamaka III,170.2,145.0,175.3,29.0,0.6666666666666666,27,5.49,0.59,6.03,0.55,1.45,0.53,0.55,0.2
Manel Kape,165.1,125.0,172.7,30.1,0.7666666666666667,30,4.68,0.55,3.88,0.57,0.36,0.3,0.78,0.2
Lone'er Kavanagh,167.6,125.0,170.2,24.6,0.8333333333333334,12,4.13,0.5,3.94,0.53,1.12,0.46,0.82,0.4
Losene Keita,170.2,145.0,182.9,26.0,0.8947368421052632,19,3.91,0.46,3.97,0.64,0.0,0.0,1.0,0.0
Sean King III,180.3,145.0,182.9,21.6,1.0,7,8.906399999999994,0.53,5.0,0.5,8.49,1.0,0.0,0.0
Ludovit Klein,170.2,155.0,182.9,28.9,0.7741935483870968,31,3.83,0.53,3.57,0.53,1.29,0.5,0.76,0.0
Fatima Kline,167.6,115.0,170.2,23.5,0.9090909090909091,11,4.88,0.48,2.46,0.61,3.13,0.66,0.65,0.2
Drakkar Klose,175.3,155.0,177.8,35.8,0.7619047619047619,21,4.01,0.54,3.71,0.48,1.37,0.26,0.7,0.0
Seokhyeon Ko,177.8,170.0,180.3,30.3,0.8125,16,3.15,0.5,1.93,0.62,3.0,0.52,0.5,0.2
Mantas Kondratavicius,188.0,185.0,190.5,24.5,0.9,10,4.97,0.65,1.3,0.57,2.8,0.6,0.91,0.9
Roman Kopylov,182.9,185.0,190.5,31.7,0.75,20,4.54,0.5,5.08,0.53,1.12,0.5,0.88,0.0
Chungreng Koren,167.6,135.0,170.2,25.9,0.7272727272727273,11,3.92,0.44,3.38,0.42,6.88,0.5,0.33,0.6
Martin Kozak,193.0,185.0,185.4,21.6,1.0,7,8.906399999999994,0.71,3.98,0.58,0.0,0.0,0.8,0.0
Joe Kropschot,190.5,185.0,200.7,28.5,0.75,12,7.93,0.61,3.93,0.62,1.0,0.5,0.5,3.0
Nikita Krylov,190.5,205.0,195.6,31.8,0.7209302325581395,43,4.38,0.54,2.75,0.48,2.19,0.38,0.53,1.1
Rizvan Kuniev,193.0,240.0,193.0,31.8,0.7777777777777778,18,4.32,0.54,2.22,0.49,0.79,0.75,0.93,0.0
Jon Kunneman,175.3,185.0,185.4,24.5,0.9090909090909091,11,3.93,0.37,7.93,0.38,2.0,0.5,0.5,0.0
Ryan Kuse,172.7,145.0,180.3,29.5,0.75,12,1.8,0.23,3.95,0.56,0.0,0.0,0.0,0.0
Luan Lacerda,170.2,135.0,180.3,31.0,0.7647058823529411,17,4.06,0.42,6.15,0.49,2.82,0.39,0.66,0.6
Nate Landwehr,175.3,155.0,182.9,35.6,0.6923076923076923,26,5.55,0.45,5.96,0.51,0.73,0.41,0.71,0.7
Austen Lane,198.1,205.0,203.2,36.1,0.6190476190476191,21,2.7,0.5,2.45,0.39,1.5,0.28,0.33,0.0
Joseph Larcinese,160.0,125.0,162.6,25.3,0.8571428571428571,7,3.96,0.47,5.62,0.51,1.19,0.28,0.5,0.0
Jordan Leavitt,175.3,145.0,180.3,28.6,0.7647058823529411,17,2.18,0.58,1.57,0.59,2.97,0.3,0.3,1.2
Julien Leblanc,188.0,185.0,188.0,31.9,0.7692307692307693,13,1.69,0.66,2.96,0.46,0.0,0.0,0.0,0.0
Jean-Paul Lebosnoyani,180.3,170.0,182.9,24.9,0.8461538461538461,13,4.14,0.46,4.05,0.57,2.89,0.42,1.0,1.9
YiSak Lee,182.9,185.0,182.9,24.0,0.8,10,2.73,0.4,5.73,0.47,0.0,0.0,0.0,0.0
Jovan Leka,193.0,263.0,190.5,21.8,0.875,16,1.96,0.7,0.98,0.5,0.86,1.0,0.55,0.9
Amanda Lemos,162.6,115.0,165.1,36.6,0.6521739130434783,23,2.84,0.55,3.22,0.44,0.93,0.57,0.63,0.7
Derrick Lewis,190.5,260.0,200.7,38.9,0.6744186046511628,43,2.41,0.48,2.79,0.38,0.53,0.25,0.51,0.0
GwanWoo Lim,188.0,145.0,188.0,22.4,0.7142857142857143,7,0.53,0.42,2.47,0.24,0.0,0.0,0.53,1.0
Andre Lima,170.2,125.0,170.2,24.9,0.9230769230769231,13,3.89,0.57,2.83,0.59,0.96,0.6,0.76,1.0
Felipe Lima,167.6,145.0,172.7,25.7,0.8823529411764706,17,4.09,0.47,2.77,0.67,2.13,0.33,0.9,0.5
Liu Ce,190.5,205.0,195.6,27.3,0.8,5,8.906399999999994,0.71,6.32,0.5,0.0,0.0,1.0,0.0
Adam Livingston,185.4,155.0,182.9,22.4,0.8888888888888888,9,4.5,0.36,4.44,0.56,0.0,0.0,0.66,0.0
Loma Lookboonmee,157.5,115.0,160.0,28.0,0.6666666666666666,15,3.58,0.55,2.45,0.53,1.76,0.5,0.7,0.1
Diego Lopes,180.3,145.0,182.9,29.0,0.7777777777777778,36,3.79,0.47,4.65,0.46,0.82,0.46,0.68,1.3
Bruno Lopes,188.0,205.0,188.0,30.7,0.7777777777777778,18,2.87,0.44,4.83,0.5,2.05,0.25,1.0,0.0
Henrique Da Silva Lopes,177.8,265.0,182.9,38.8,0.7142857142857143,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Lorenco,188.0,229.0,193.0,24.3,0.8888888888888888,9,8.906399999999994,0.46,3.93,0.46,0.0,0.0,1.0,0.0
Alik Lorenz,188.0,205.0,195.6,26.9,0.8,10,8.906399999999994,0.54,10.4,0.28,0.0,0.0,0.0,0.0
Colton Loud,172.7,125.0,180.3,23.1,0.7777777777777778,9,7.71,0.47,6.86,0.27,0.0,0.0,0.0,0.0
Stephanie Luciano,167.6,115.0,165.1,24.0,0.7272727272727273,11,5.25,0.42,3.29,0.63,1.47,0.66,0.8,0.5
Lawrence Lui,170.2,135.0,182.9,27.4,0.8,10,3.96,0.41,3.56,0.63,4.57,0.39,1.0,0.0
Santiago Luna,175.3,135.0,188.0,21.6,0.8888888888888888,9,4.74,0.53,2.76,0.67,2.3,0.71,0.57,0.9
Vicente Luque,180.3,185.0,190.5,32.1,0.631578947368421,38,4.69,0.5,5.19,0.51,0.83,0.46,0.6,0.7
Ian Machado Garry,190.5,170.0,188.0,26.1,0.8947368421052632,19,4.29,0.53,2.59,0.52,0.8,0.31,0.71,0.3
Neil Magny,190.5,170.0,203.2,36.4,0.6808510638297872,47,3.39,0.47,2.41,0.51,2.13,0.39,0.55,0.3
Abus Magomedov,188.0,185.0,198.1,33.3,0.7837837837837838,37,3.06,0.48,3.34,0.56,2.5,0.59,1.0,0.6
Shara Magomedov,188.0,185.0,185.4,29.6,0.9444444444444444,18,5.55,0.62,3.62,0.45,0.0,0.0,0.73,0.0
Murtazali Magomedov,175.3,145.0,177.8,24.4,1.0,11,4.83,0.48,2.07,0.7982999999999993,5.17,0.5,0.0,5.2
Maheshate,182.9,155.0,180.3,24.1,0.7058823529411765,17,3.97,0.31,5.89,0.52,0.0,0.0,0.47,0.2
Javad Mahjoub,177.8,155.0,182.9,31.6,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yilizhati Maimaitijiang,193.0,185.0,195.6,24.3,0.7777777777777778,9,1.47,0.52,0.87,0.48,4.0,0.66,0.53,0.0
Islam Makhachev,177.8,170.0,177.8,32.2,0.9666666666666667,30,2.27,0.58,1.42,0.61,3.22,0.54,0.91,0.9
Jacob Malkoun,175.3,185.0,185.4,28.4,0.7692307692307693,13,4.23,0.56,2.33,0.55,5.39,0.42,0.55,0.8
Mike Malott,185.4,170.0,185.4,32.2,0.8235294117647058,17,4.02,0.48,3.09,0.56,1.63,0.5,0.57,0.7
George Mangos,172.7,145.0,175.3,21.6,0.9090909090909091,11,1.3,0.5,0.67,0.58,0.0,0.0,0.42,3.5
Dom Mar Fan,180.3,155.0,190.5,23.8,0.75,12,3.43,0.56,2.31,0.44,1.84,0.5,0.62,0.3
Francis Marshall,175.3,155.0,182.9,24.8,0.7692307692307693,13,3.19,0.34,3.45,0.55,2.71,0.47,0.88,0.5
Ozzy Martin,177.8,170.0,182.9,21.6,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Luna Martinetti,172.7,135.0,180.3,28.4,0.8947368421052632,19,8.8,0.58,9.3,0.47,2.0,0.33,1.0,0.0
Victor Martinez,170.2,155.0,177.8,32.5,0.65,20,7.53,0.51,7.75,0.52,0.67,0.33,0.8,0.0
David Martinez,165.1,135.0,170.2,25.4,0.9375,16,4.5,0.44,2.65,0.71,0.7,0.33,1.0,0.0
Arisa Matsuda,160.0,115.0,162.6,29.0,0.8888888888888888,9,1.83,0.51,2.67,0.52,1.5,0.37,0.0,0.5
Jean Matsumoto,167.6,135.0,172.7,24.3,0.9,20,5.35,0.38,5.29,0.49,2.85,0.42,0.56,0.5
Jake Matthews,180.3,170.0,185.4,29.4,0.7419354838709677,31,3.36,0.44,2.58,0.6,1.36,0.41,0.66,0.7
Eric McConico,182.9,185.0,195.6,33.6,0.6470588235294118,17,2.95,0.46,3.18,0.47,0.61,0.66,0.68,0.0
Liam McCracken,175.3,155.0,180.3,22.5,0.8,10,3.46,0.48,4.56,0.51,1.18,0.33,0.69,0.0
Marcus McGhee,172.7,135.0,175.3,33.7,0.8461538461538461,13,5.44,0.43,3.64,0.56,0.24,0.11,0.9,0.2
Conor McGregor,175.3,155.0,188.0,35.5,0.7586206896551724,29,5.27,0.49,4.71,0.53,0.66,0.55,0.66,0.1
Terrance McKinney,177.8,155.0,185.4,29.3,0.6666666666666666,27,6.83,0.55,4.07,0.42,3.27,0.42,0.72,1.8
Tommy McMillen,182.9,145.0,188.0,26.0,1.0,12,8.906399999999994,0.47,5.06,0.58,1.58,0.83,0.78,0.9
Jackson McVey,193.0,185.0,195.6,24.8,0.8,10,7.14,0.61,3.96,0.32,0.0,0.0,0.0,0.9
MarQuel Mederos,177.8,155.0,175.3,27.1,0.8571428571428571,14,5.94,0.6,5.21,0.51,0.21,0.06,0.8,0.0
Uros Medic,185.4,170.0,180.3,30.7,0.8235294117647058,17,5.77,0.6,3.4,0.56,0.34,0.5,0.55,0.0
Gerald Meerschaert,185.4,185.0,195.6,36.0,0.6271186440677966,58,2.95,0.45,3.44,0.53,1.7,0.29,0.4,1.5
Anna Melisano,162.6,125.0,172.7,26.6,0.75,8,0.49,0.33,1.23,0.28,0.0,0.0,0.5,0.0
Meng Bo,162.6,115.0,160.0,27.8,0.75,32,2.97,0.48,1.9,0.63,3.5,0.87,0.72,0.5
Alonzo Menifield,182.9,205.0,193.0,36.2,0.7307692307692307,26,3.87,0.51,3.86,0.5,0.53,0.28,0.77,0.2
Bia Mesquita,162.6,135.0,170.2,32.7,1.0,8,4.52,0.57,1.27,0.71,3.57,0.75,0.0,3.6
Jonathan Micallef,182.9,170.0,195.6,24.8,0.9090909090909091,11,3.85,0.43,3.64,0.56,1.08,0.42,0.66,0.7
Jim Miller,172.7,155.0,180.3,40.3,0.6724137931034483,58,2.92,0.42,3.43,0.56,1.49,0.45,0.47,1.7
Juliana Miller,170.2,125.0,167.6,27.7,0.6,10,2.74,0.41,3.84,0.45,2.38,0.31,0.44,1.3
Ty Miller,188.0,170.0,195.6,23.6,1.0,8,8.906399999999994,0.46,3.9,0.63,0.0,0.0,0.91,0.0
Trent Miller,177.8,185.0,182.9,28.2,0.7692307692307693,13,2.13,0.32,5.94,0.47,3.36,0.5,0.0,1.7
Nina Milosevic,165.1,135.0,170.2,27.4,0.9,10,5.7,0.53,3.53,0.72,0.0,0.0,1.0,0.0
Yunosuke Minami,165.1,135.0,165.1,23.3,0.8571428571428571,7,1.45,0.52,5.38,0.36,0.0,0.0,0.53,0.0
Artur Minev,175.3,155.0,175.3,21.6,0.875,8,1.02,0.61,3.57,0.26,0.0,0.0,0.64,0.0
Bella Mir,170.2,135.0,167.6,21.6,0.8,5,2.0,0.38,3.2,0.61,1.0,0.16,0.0,0.0
Alexis Miranda,185.4,170.0,188.0,25.0,0.75,12,3.7,0.37,7.65,0.31,0.0,0.0,0.16,0.0
Richie Miranda,172.7,155.0,190.5,29.4,0.8666666666666667,15,3.07,0.38,4.47,0.43,1.0,0.11,0.0,0.0
Bryce Mitchell,177.8,135.0,177.8,29.2,0.8260869565217391,23,2.19,0.59,1.51,0.58,3.12,0.36,0.38,1.3
Ryuho Miyaguchi,177.8,135.0,172.7,25.9,0.875,8,4.56,0.6,6.78,0.45,0.0,0.0,0.53,0.0
Renato Moicano,180.3,155.0,182.9,34.6,0.7241379310344828,29,4.1,0.49,3.55,0.59,1.68,0.4,0.64,0.6
Thiago Moises,175.3,155.0,177.8,28.8,0.6551724137931034,29,2.52,0.42,4.4,0.52,1.37,0.29,0.52,1.1
Michelle Montague,175.3,135.0,172.7,30.1,1.0,8,2.77,0.48,2.47,0.41,3.5,0.53,0.0,0.0
Jose Montanha,193.0,259.0,193.0,27.4,0.875,8,1.09,0.28,1.64,0.25,8.18,0.5,1.0,6.9829999999999925
Antonio Monteiro,170.2,145.0,177.8,28.5,0.72,25,2.57,0.41,6.43,0.28,0.5,0.33,0.65,1.0
Sofia Montenegro,167.6,115.0,170.2,24.5,0.6666666666666666,9,5.58,0.38,9.48,0.44,0.62,0.25,1.0,0.0
Alberto Montes,170.2,145.0,175.3,29.6,0.8571428571428571,14,4.7,0.48,11.61,0.52,0.0,0.0,0.77,3.4
Joseph Morales,167.6,125.0,175.3,29.4,0.8333333333333334,18,2.75,0.39,2.72,0.6,1.1,0.26,0.23,2.2
Vince Morales,170.2,135.0,177.8,33.1,0.5925925925925926,27,3.54,0.37,3.91,0.54,0.71,0.47,0.63,0.5
Paris Moran,172.7,125.0,172.7,27.9,0.8235294117647058,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Moreno,170.2,125.0,177.8,30.1,0.6666666666666666,36,3.86,0.43,3.69,0.59,1.39,0.41,0.67,0.4
Isaac Moreno,177.8,170.0,185.4,26.3,1.0,9,4.4,0.44,1.47,0.51,0.0,0.0,0.33,1.0
Eduarda Moura,167.6,125.0,170.2,29.8,0.8,15,2.49,0.37,2.4,0.58,3.42,0.34,0.8,0.6
Belal Muhammad,180.3,170.0,182.9,35.5,0.8,30,4.36,0.42,3.92,0.55,1.98,0.35,0.9,0.1
Melissa Mullins,170.2,135.0,172.7,32.4,0.7,10,3.67,0.49,4.15,0.53,2.2,0.46,0.85,0.0
Ananias Mulumba,167.6,145.0,177.8,25.3,0.7142857142857143,14,4.44,0.43,4.72,0.52,0.0,0.0,0.66,0.7
Kasib Murdoch,162.6,135.0,165.1,22.6,0.8888888888888888,9,4.17,0.59,1.98,0.48,5.74,0.33,0.0,1.0
Lerone Murphy,175.3,145.0,185.4,32.4,0.8947368421052632,19,4.34,0.51,2.65,0.6,1.2,0.54,0.44,0.5
Azamat Murzakanov,177.8,205.0,180.3,34.7,0.9411764705882353,17,4.4,0.56,3.2,0.56,0.68,0.2,0.88,0.2
Tofiq Musayev,175.3,155.0,175.3,34.0,0.8,30,2.86,0.43,2.79,0.48,1.57,0.5,0.57,0.0
Muhammad Naimov,175.3,145.0,177.8,29.4,0.7222222222222222,18,2.48,0.39,3.44,0.44,1.45,0.3,0.68,0.2
Mandel Nallo,182.9,155.0,190.5,34.4,0.7777777777777778,18,8.26,0.58,5.03,0.54,0.0,0.0,1.0,0.0
Allan Nascimento,172.7,125.0,175.3,32.3,0.7586206896551724,29,3.2,0.51,2.53,0.53,1.04,0.2,0.41,0.9
Jefferson Nascimento,172.7,155.0,177.8,25.1,0.9285714285714286,14,2.42,0.48,2.56,0.57,0.0,0.0,0.66,0.0
Christian Natividad,162.6,125.0,170.2,27.1,1.0,10,6.86,0.72,7.71,0.52,0.0,0.0,0.0,0.0
Kyle Nelson,180.3,155.0,180.3,32.7,0.68,25,3.6,0.45,4.58,0.53,1.18,0.23,0.66,0.5
Cam Nelson,180.3,170.0,182.9,25.4,0.8888888888888888,9,2.73,0.58,2.6,0.5,4.0,0.36,1.0,0.0
Bo Nickal,185.4,185.0,193.0,28.0,0.9,10,3.36,0.61,1.93,0.6,3.12,0.57,1.0,2.3
Stewart Nicoll,165.1,125.0,165.1,29.2,0.6666666666666666,12,3.01,0.37,4.81,0.54,2.82,0.22,0.33,0.0
Borislav Nikolic,175.3,135.0,182.9,30.9,0.8947368421052632,19,3.8,0.38,2.8,0.58,1.0,1.0,0.62,2.0
Chidi Njokuani,190.5,170.0,203.2,35.0,0.6842105263157895,38,5.78,0.62,3.51,0.57,0.0,0.0,0.75,0.1
Tom Nolan,190.5,155.0,185.4,23.8,0.9166666666666666,12,4.84,0.45,3.74,0.48,1.08,0.26,0.58,1.4
